,Primary_Offence,Occurrence_Month,Occurrence_DayOfWeek,Occurrence_Hour,Report_Month,Report_DayOfWeek,Division,City,NeighbourhoodName,Location_Type,Premises_Type,Bike_Make,Bike_Model,Bike_Type,Bike_Speed,Bike_Colour,Cost_of_Bike,Status,Report_Lag
152,THEFT,July,Thursday,1,July,Saturday,22,1,Islington-City Centre West (14),"Apartment (Rooming House, Condo)",Apartment,OT,UNKNOWN,MT,27,BLK,300.0,0,2
153,THEFT,September,Saturday,22,September,Sunday,22,1,Islington-City Centre West (14),"Apartment (Rooming House, Condo)",Apartment,CA,KNOWN,MT,10,BLU,1500.0,0,1
154,THEFT,November,Friday,14,November,Friday,22,1,Islington-City Centre West (14),Bar / Restaurant,Commercial,GT,KNOWN,MT,24,BLU,500.0,0,0
155,THEFT,October,Thursday,7,October,Thursday,22,1,Islington-City Centre West (14),"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,GI,KNOWN,OT,21,BLK,520.0,0,0
156,THEFT,July,Saturday,18,July,Friday,22,1,Islington-City Centre West (14),"Apartment (Rooming House, Condo)",Apartment,OT,KNOWN,RG,20,BLK,500.0,0,13
157,THEFT,August,Saturday,13,August,Sunday,22,1,Islington-City Centre West (14),"Single Home, House (Attach Garage, Cottage, Mobile)",House,Other,KNOWN,OT,0,Unknown Colour,1200.0,0,1
158,THEFT,November,Thursday,20,December,Wednesday,22,1,Islington-City Centre West (14),"Apartment (Rooming House, Condo)",Apartment,GI,KNOWN,RG,40,BLK,536.0,0,6
159,THEFT,May,Monday,12,May,Tuesday,22,1,Islington-City Centre West (14),"Single Home, House (Attach Garage, Cottage, Mobile)",House,Other,KNOWN,MT,8,BLK,250.0,0,1
160,THEFT,July,Tuesday,18,July,Wednesday,22,1,Islington-City Centre West (14),"Apartment (Rooming House, Condo)",Apartment,UNKNOWN,UNKNOWN,MT,21,BLU,60.0,0,1
161,THEFT,July,Friday,11,August,Wednesday,22,1,Islington-City Centre West (14),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,OT,KNOWN,RG,1,BLK,300.0,0,47
162,THEFT,September,Friday,10,September,Tuesday,22,1,Islington-City Centre West (14),Public Transit Hub,Transit,RA,UNKNOWN,RG,21,BLU,300.0,0,4
163,THEFT,June,Wednesday,1,June,Wednesday,22,1,Islington-City Centre West (14),"Single Home, House (Attach Garage, Cottage, Mobile)",House,UK,UNKNOWN,MT,21,GRN,0.0,0,0
164,THEFT,June,Saturday,20,June,Saturday,22,1,Islington-City Centre West (14),Commericial / Corporate Areas,Commercial,GT,KNOWN,OT,18,BLK,999.0,0,0
165,THEFT,June,Saturday,20,June,Saturday,22,1,Islington-City Centre West (14),Commericial / Corporate Areas,Commercial,GT,KNOWN,MT,18,WHI,550.0,0,0
166,THEFT,June,Wednesday,22,June,Wednesday,22,1,Islington-City Centre West (14),"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,UNKNOWN,UNKNOWN,MT,18,SIL,400.0,0,0
167,PROPERTY,September,Thursday,17,September,Thursday,22,1,Islington-City Centre West (14),"Single Home, House (Attach Garage, Cottage, Mobile)",House,Other,KNOWN,MT,99,Other,950.0,0,0
168,THEFT,March,Wednesday,18,July,Thursday,22,1,Islington-City Centre West (14),"Apartment (Rooming House, Condo)",Apartment,Other,KNOWN,OT,21,BLK,1000.0,0,106
169,THEFT,August,Friday,11,August,Friday,22,1,Islington-City Centre West (14),"Single Home, House (Attach Garage, Cottage, Mobile)",House,UNKNOWN,UNKNOWN,MT,0,WHI,400.0,0,0
170,THEFT,August,Friday,11,August,Friday,22,1,Islington-City Centre West (14),"Single Home, House (Attach Garage, Cottage, Mobile)",House,UNKNOWN,UNKNOWN,RG,0,PLE,300.0,0,0
171,THEFT,May,Sunday,10,May,Sunday,22,1,Islington-City Centre West (14),Commericial / Corporate Areas,Commercial,NO,UNKNOWN,RG,21,Other,350.0,0,0
172,THEFT,May,Friday,13,May,Tuesday,22,1,Islington-City Centre West (14),"Single Home, House (Attach Garage, Cottage, Mobile)",House,UK,KNOWN,EL,10,BLK,649.0,0,4
173,THEFT,September,Saturday,14,September,Monday,22,1,Islington-City Centre West (14),Commericial / Corporate Areas,Commercial,UK,UNKNOWN,OT,1,Unknown Colour,0.0,0,9
174,B&E,December,Tuesday,12,December,Monday,22,1,Islington-City Centre West (14),"Apartment (Rooming House, Condo)",Apartment,Other,KNOWN,TO,24,WHI,950.0,0,13
175,B&E,December,Tuesday,12,December,Monday,22,1,Islington-City Centre West (14),"Apartment (Rooming House, Condo)",Apartment,Other,KNOWN,TO,24,Other,1800.0,0,13
176,THEFT,January,Thursday,9,February,Friday,22,1,Islington-City Centre West (14),"Apartment (Rooming House, Condo)",Apartment,RM,UNKNOWN,MT,14,Other,1600.0,0,1
177,THEFT,March,Saturday,20,March,Tuesday,22,1,Islington-City Centre West (14),Convenience Stores,Commercial,UK,KNOWN,MT,15,BLK,150.0,0,3
178,THEFT,April,Wednesday,19,April,Friday,22,1,Islington-City Centre West (14),"Single Home, House (Attach Garage, Cottage, Mobile)",House,Other,UNKNOWN,OT,0,Unknown Colour,950.0,0,2
179,THEFT,August,Saturday,7,January,Saturday,22,1,Islington-City Centre West (14),Commericial / Corporate Areas,Commercial,GI,UNKNOWN,RG,21,BLK,1199.0,0,147
180,THEFT,September,Monday,16,September,Monday,22,1,Islington-City Centre West (14),"Apartment (Rooming House, Condo)",Apartment,GI,KNOWN,RG,16,Unknown Colour,0.0,0,7
181,THEFT,August,Monday,7,August,Monday,22,1,Stonegate-Queensway (16),"Private Property Structure (Pool, Shed, Detached Garage)",Other,TR,KNOWN,MT,24,BLK,961.0,0,0
182,THEFT,May,Friday,18,May,Sunday,22,1,Stonegate-Queensway (16),Non-Commerical/Public Areas,Educational,UK,KNOWN,MT,7,BLK,300.0,0,2
183,THEFT,July,Thursday,18,August,Friday,22,1,Stonegate-Queensway (16),"Single Home, House (Attach Garage, Cottage, Mobile)",House,Other,UNKNOWN,MT,10,Other,200.0,0,15
184,THEFT,July,Thursday,18,August,Friday,22,1,Stonegate-Queensway (16),"Single Home, House (Attach Garage, Cottage, Mobile)",House,Other,UNKNOWN,MT,21,RED,400.0,0,15
185,THEFT,April,Tuesday,8,April,Tuesday,22,1,Stonegate-Queensway (16),Non-Commerical/Public Areas,Educational,GI,KNOWN,RC,35,GRY,700.0,0,0
186,THEFT,July,Saturday,21,August,Thursday,22,1,Stonegate-Queensway (16),"Single Home, House (Attach Garage, Cottage, Mobile)",House,RA,KNOWN,MT,21,BLU,600.0,0,12
187,THEFT,December,Monday,15,December,Monday,22,1,Mimico (includes Humber Bay Shores) (17),"Private Property Structure (Pool, Shed, Detached Garage)",Other,GI,KNOWN,OT,21,BLK,0.0,0,7
188,THEFT,December,Tuesday,7,December,Tuesday,22,1,Mimico (includes Humber Bay Shores) (17),"Apartment (Rooming House, Condo)",Apartment,DEVINCI,UNKNOWN,MT,27,LBL,1100.0,0,0
189,THEFT,February,Monday,16,February,Tuesday,22,1,Mimico (includes Humber Bay Shores) (17),Universities / Colleges,Educational,OT,UNKNOWN,RG,20,Other,1500.0,0,1
190,THEFT,February,Monday,13,March,Wednesday,22,1,Mimico (includes Humber Bay Shores) (17),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,GIANT,KNOWN,MT,10,Other,950.0,0,2
191,THEFT,May,Thursday,17,May,Tuesday,22,1,Mimico (includes Humber Bay Shores) (17),"Apartment (Rooming House, Condo)",Apartment,OT,KNOWN,RG,1,Other,700.0,0,5
192,THEFT,September,Thursday,10,June,Wednesday,22,1,Mimico (includes Humber Bay Shores) (17),"Apartment (Rooming House, Condo)",Apartment,OT,UNKNOWN,MT,24,Unknown Colour,1500.0,0,279
193,TRAFFICKING,June,Tuesday,19,June,Wednesday,22,1,Mimico (includes Humber Bay Shores) (17),"Apartment (Rooming House, Condo)",Apartment,GI,KNOWN,OT,20,BLU,600.0,1,1
194,THEFT,June,Wednesday,16,June,Thursday,22,1,Mimico (includes Humber Bay Shores) (17),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,UK,KNOWN,RG,24,ONG,700.0,0,1
195,THEFT,July,Sunday,22,July,Sunday,22,1,Mimico (includes Humber Bay Shores) (17),"Apartment (Rooming House, Condo)",Apartment,GT,KNOWN,RC,50,BLK,800.0,0,7
196,THEFT,August,Friday,22,August,Monday,22,1,Mimico (includes Humber Bay Shores) (17),"Private Property Structure (Pool, Shed, Detached Garage)",Other,UNKNOWN,UNKNOWN,MT,21,YEL,120.0,0,10
197,THEFT,August,Friday,22,August,Monday,22,1,Mimico (includes Humber Bay Shores) (17),"Private Property Structure (Pool, Shed, Detached Garage)",Other,UNKNOWN,UNKNOWN,MT,21,GRN,300.0,0,10
198,THEFT,August,Friday,22,August,Saturday,22,1,Mimico (includes Humber Bay Shores) (17),"Construction Site (Warehouse, Trailer, Shed)",Commercial,Other,KNOWN,RG,24,BLK,400.0,0,1
199,THEFT,August,Friday,22,August,Saturday,22,1,Mimico (includes Humber Bay Shores) (17),"Construction Site (Warehouse, Trailer, Shed)",Commercial,Other,KNOWN,RG,24,GRY,800.0,0,1
200,THEFT,August,Saturday,11,August,Saturday,22,1,Mimico (includes Humber Bay Shores) (17),"Private Property Structure (Pool, Shed, Detached Garage)",Other,OT,KNOWN,RG,16,GRY,700.0,0,0
201,THEFT,August,Sunday,15,August,Wednesday,22,1,Mimico (includes Humber Bay Shores) (17),"Apartment (Rooming House, Condo)",Apartment,UK,KNOWN,RC,12,BLK,900.0,0,367
202,THEFT,September,Saturday,12,September,Monday,22,1,Mimico (includes Humber Bay Shores) (17),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,OT,KNOWN,RC,21,PLE,300.0,0,2
203,THEFT,October,Wednesday,13,October,Wednesday,22,1,Mimico (includes Humber Bay Shores) (17),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,NORCO,UNKNOWN,RC,18,Other,900.0,0,0
204,THEFT,October,Thursday,7,October,Thursday,22,1,Mimico (includes Humber Bay Shores) (17),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,OT,KNOWN,OT,18,BLK,1000.0,0,0
205,THEFT,October,Thursday,7,October,Thursday,22,1,Mimico (includes Humber Bay Shores) (17),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,OT,UNKNOWN,OT,24,BLK,1000.0,0,0
206,THEFT,October,Wednesday,22,October,Thursday,22,1,Mimico (includes Humber Bay Shores) (17),"Apartment (Rooming House, Condo)",Apartment,HF,UNKNOWN,RG,10,BLU,109.0,0,1
207,THEFT,October,Sunday,18,November,Tuesday,22,1,Mimico (includes Humber Bay Shores) (17),Convenience Stores,Commercial,OT,UNKNOWN,TO,18,SIL,1300.0,0,9
208,THEFT,November,Wednesday,8,January,Tuesday,22,1,Mimico (includes Humber Bay Shores) (17),Public Transit Hub,Other,NORCO,UNKNOWN,OT,21,Other,1000.0,0,55
209,THEFT,November,Wednesday,8,January,Tuesday,22,1,Mimico (includes Humber Bay Shores) (17),Public Transit Hub,Other,GIANT,UNKNOWN,MT,24,BLK,1800.0,0,55
210,THEFT,January,Saturday,20,January,Tuesday,22,1,Mimico (includes Humber Bay Shores) (17),"Apartment (Rooming House, Condo)",Apartment,GI,KNOWN,MT,21,BLK,800.0,0,3
211,THEFT,February,Friday,0,March,Friday,22,1,Mimico (includes Humber Bay Shores) (17),"Apartment (Rooming House, Condo)",Apartment,OT,KNOWN,RC,20,WHI,1500.0,0,14
212,THEFT,March,Monday,9,March,Monday,22,1,Mimico (includes Humber Bay Shores) (17),Unknown,Other,CA,KNOWN,MT,8,BLK,650.0,0,0
213,THEFT,March,Friday,22,March,Tuesday,22,1,Mimico (includes Humber Bay Shores) (17),"Apartment (Rooming House, Condo)",Apartment,GT,KNOWN,MT,21,Other,600.0,0,4
214,B&E,May,Thursday,15,May,Friday,22,1,Mimico (includes Humber Bay Shores) (17),"Apartment (Rooming House, Condo)",Apartment,UK,UNKNOWN,OT,24,Unknown Colour,0.0,0,1
215,THEFT,May,Thursday,4,May,Monday,22,1,Mimico (includes Humber Bay Shores) (17),"Apartment (Rooming House, Condo)",Apartment,OT,KNOWN,RC,21,LBL,1750.0,0,4
216,B&E,June,Monday,21,June,Tuesday,22,1,Mimico (includes Humber Bay Shores) (17),"Single Home, House (Attach Garage, Cottage, Mobile)",House,Other,KNOWN,MT,18,BLU,220.0,0,1
217,THEFT,July,Monday,12,July,Wednesday,22,1,Mimico (includes Humber Bay Shores) (17),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,OT,KNOWN,MT,15,WHI,1800.0,0,2
218,THEFT,July,Monday,15,July,Thursday,22,1,Mimico (includes Humber Bay Shores) (17),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,GT,KNOWN,MT,21,GRY,500.0,0,3
219,THEFT,July,Sunday,16,July,Wednesday,22,1,Mimico (includes Humber Bay Shores) (17),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,NO,UNKNOWN,OT,24,BLK,850.0,0,3
220,THEFT,July,Saturday,10,July,Wednesday,22,1,Mimico (includes Humber Bay Shores) (17),"Apartment (Rooming House, Condo)",Apartment,GI,UNKNOWN,RC,30,WHI,1500.0,0,4
221,THEFT,July,Saturday,10,July,Wednesday,22,1,Mimico (includes Humber Bay Shores) (17),"Apartment (Rooming House, Condo)",Apartment,GI,UNKNOWN,MT,30,Other,800.0,0,4
222,THEFT,July,Friday,1,July,Sunday,22,1,Mimico (includes Humber Bay Shores) (17),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,UK,KNOWN,MT,21,Unknown Colour,450.0,0,16
223,THEFT,July,Tuesday,19,July,Thursday,22,1,Mimico (includes Humber Bay Shores) (17),"Apartment (Rooming House, Condo)",Apartment,SC,UNKNOWN,MT,21,WHI,50.0,0,2
224,THEFT,July,Tuesday,20,July,Thursday,22,1,Mimico (includes Humber Bay Shores) (17),"Apartment (Rooming House, Condo)",Apartment,KH,UNKNOWN,MT,1,Unknown Colour,1000.0,0,9
225,THEFT,July,Tuesday,20,July,Thursday,22,1,Mimico (includes Humber Bay Shores) (17),"Apartment (Rooming House, Condo)",Apartment,OT,UNKNOWN,OT,1,BLK,600.0,0,9
226,THEFT,July,Thursday,1,July,Friday,22,1,Mimico (includes Humber Bay Shores) (17),"Apartment (Rooming House, Condo)",Apartment,NO,KNOWN,MT,18,BLK,1500.0,0,8
227,THEFT,July,Monday,15,August,Tuesday,22,1,Mimico (includes Humber Bay Shores) (17),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,UK,UNKNOWN,RG,9,WHI,300.0,0,15
228,THEFT,July,Monday,12,August,Friday,22,1,Mimico (includes Humber Bay Shores) (17),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,GIANT,UNKNOWN,RG,21,GRY,1000.0,0,32
229,THEFT,August,Tuesday,18,August,Tuesday,22,1,Mimico (includes Humber Bay Shores) (17),"Apartment (Rooming House, Condo)",Apartment,SC,UNKNOWN,TO,21,Unknown Colour,600.0,0,0
230,THEFT,September,Tuesday,22,September,Friday,22,1,Mimico (includes Humber Bay Shores) (17),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,OT,KNOWN,MT,12,GRN,1400.0,0,3
231,THEFT,September,Thursday,13,September,Monday,22,1,Mimico (includes Humber Bay Shores) (17),"Apartment (Rooming House, Condo)",Apartment,UNKNOWN,UNKNOWN,OT,1,BLK,120.0,0,4
232,THEFT,September,Sunday,16,October,Monday,22,1,Mimico (includes Humber Bay Shores) (17),Commericial / Corporate Areas,Commercial,UNKNOWN,UNKNOWN,MT,18,Other,950.0,0,1
233,B&E,September,Tuesday,17,October,Wednesday,22,1,Mimico (includes Humber Bay Shores) (17),"Single Home, House (Attach Garage, Cottage, Mobile)",House,RALEIGH,KNOWN,MT,10,GRY,200.0,0,15
234,B&E,September,Tuesday,17,October,Wednesday,22,1,Mimico (includes Humber Bay Shores) (17),"Single Home, House (Attach Garage, Cottage, Mobile)",House,NORCO,KNOWN,MT,10,BLU,200.0,0,15
235,THEFT,October,Tuesday,14,October,Tuesday,22,1,Mimico (includes Humber Bay Shores) (17),"Private Property Structure (Pool, Shed, Detached Garage)",Other,OT,KNOWN,RG,8,BLK,542.0,0,0
236,THEFT,October,Tuesday,21,October,Wednesday,22,1,Mimico (includes Humber Bay Shores) (17),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,RM,UNKNOWN,MT,9,BLU,800.0,0,1
237,THEFT,October,Tuesday,2,October,Thursday,22,1,Mimico (includes Humber Bay Shores) (17),"Private Property Structure (Pool, Shed, Detached Garage)",Other,RM,UNKNOWN,OT,21,RED,600.0,0,2
238,THEFT,October,Tuesday,2,October,Thursday,22,1,Mimico (includes Humber Bay Shores) (17),"Private Property Structure (Pool, Shed, Detached Garage)",Other,OT,KNOWN,RG,21,GRY,300.0,0,2
239,THEFT,October,Friday,22,October,Sunday,22,1,Mimico (includes Humber Bay Shores) (17),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,GI,KNOWN,MT,24,BLK,300.0,0,16
240,THEFT,November,Sunday,12,November,Thursday,22,1,Mimico (includes Humber Bay Shores) (17),"Apartment (Rooming House, Condo)",Apartment,NORCO,KNOWN,MT,21,Other,1000.0,0,4
241,THEFT,November,Thursday,17,November,Monday,22,1,Mimico (includes Humber Bay Shores) (17),"Apartment (Rooming House, Condo)",Apartment,OT,UNKNOWN,OT,1,YEL,500.0,0,4
242,THEFT,December,Monday,16,December,Monday,22,1,Mimico (includes Humber Bay Shores) (17),Corrections Facilities,Other,Other,UNKNOWN,MT,24,SIL,600.0,0,0
243,THEFT,December,Tuesday,9,December,Friday,22,1,Mimico (includes Humber Bay Shores) (17),"Apartment (Rooming House, Condo)",Apartment,TR,KNOWN,RG,27,SIL,800.0,0,3
244,THEFT,December,Tuesday,9,December,Friday,22,1,Mimico (includes Humber Bay Shores) (17),"Apartment (Rooming House, Condo)",Apartment,TR,KNOWN,RG,27,BLK,1000.0,0,3
245,THEFT,October,Monday,12,January,Thursday,22,1,Mimico (includes Humber Bay Shores) (17),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,NORCO,UNKNOWN,MT,21,BLK,50.0,0,94
246,THEFT,October,Monday,12,January,Thursday,22,1,Mimico (includes Humber Bay Shores) (17),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,GIANT,KNOWN,MT,21,RED,450.0,0,94
247,THEFT,December,Monday,14,January,Thursday,22,1,Mimico (includes Humber Bay Shores) (17),"Apartment (Rooming House, Condo)",Apartment,NO,KNOWN,RG,30,Other,987.0,0,31
248,THEFT,February,Thursday,8,March,Saturday,22,1,Mimico (includes Humber Bay Shores) (17),"Apartment (Rooming House, Condo)",Apartment,Other,UNKNOWN,TO,27,GRN,1000.0,0,2
249,THEFT,December,Friday,10,March,Thursday,22,1,Mimico (includes Humber Bay Shores) (17),"Apartment (Rooming House, Condo)",Apartment,GI,KNOWN,RC,80,BLU,1549.0,0,90
250,THEFT,April,Monday,21,April,Tuesday,22,1,Mimico (includes Humber Bay Shores) (17),Commericial / Corporate Areas,Commercial,OT,KNOWN,RC,25,BLK,400.0,0,1
251,THEFT,May,Saturday,0,May,Tuesday,22,1,Mimico (includes Humber Bay Shores) (17),"Apartment (Rooming House, Condo)",Apartment,TR,KNOWN,TO,21,BLU,1500.0,0,3
252,THEFT,May,Tuesday,8,May,Wednesday,22,1,Mimico (includes Humber Bay Shores) (17),"Private Property Structure (Pool, Shed, Detached Garage)",Other,Other,KNOWN,RC,10,BLK,1500.0,0,1
253,THEFT,May,Monday,21,May,Friday,22,1,Mimico (includes Humber Bay Shores) (17),"Single Home, House (Attach Garage, Cottage, Mobile)",House,GIANT,KNOWN,RG,21,BLK,535.0,0,4
254,THEFT,May,Thursday,0,May,Friday,22,1,Mimico (includes Humber Bay Shores) (17),"Apartment (Rooming House, Condo)",Apartment,Other,KNOWN,MT,18,BLK,300.0,0,1
255,THEFT,May,Sunday,18,May,Sunday,22,1,Mimico (includes Humber Bay Shores) (17),Public Transit Hub,Transit,UNKNOWN,UNKNOWN,RG,21,BLK,290.0,0,0
256,THEFT,May,Saturday,12,May,Tuesday,22,1,Mimico (includes Humber Bay Shores) (17),"Apartment (Rooming House, Condo)",Apartment,CA,UNKNOWN,MT,8,Unknown Colour,900.0,0,10
257,THEFT,May,Thursday,8,May,Thursday,22,1,Mimico (includes Humber Bay Shores) (17),"Apartment (Rooming House, Condo)",Apartment,OT,KNOWN,MT,24,SIL,250.0,0,0
258,THEFT,May,Saturday,14,May,Thursday,22,1,Mimico (includes Humber Bay Shores) (17),"Apartment (Rooming House, Condo)",Apartment,MA,UNKNOWN,RG,21,BLK,684.0,0,5
259,THEFT,May,Saturday,14,May,Friday,22,1,Mimico (includes Humber Bay Shores) (17),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,MO,KNOWN,MT,21,BLK,190.0,0,13
260,THEFT,May,Wednesday,21,June,Thursday,22,1,Mimico (includes Humber Bay Shores) (17),"Apartment (Rooming House, Condo)",Apartment,GI,KNOWN,RC,22,BLK,1400.0,0,8
261,THEFT,May,Tuesday,23,June,Thursday,22,1,Mimico (includes Humber Bay Shores) (17),"Apartment (Rooming House, Condo)",Apartment,Other,KNOWN,TO,10,BLK,500.0,0,9
262,THEFT,June,Thursday,8,June,Friday,22,1,Mimico (includes Humber Bay Shores) (17),Public Transit Hub,Transit,Other,KNOWN,OT,21,Other,900.0,0,1
263,THEFT,June,Monday,14,June,Monday,23,1,West Humber-Clairville (1),Universities / Colleges,Educational,GT,KNOWN,RC,9,BLK,784.0,0,0
264,THEFT,September,Sunday,12,September,Thursday,23,1,West Humber-Clairville (1),Medical Facilities,Other,UK,UNKNOWN,RG,15,LBL,0.0,0,4
265,THEFT,October,Monday,11,October,Thursday,23,1,West Humber-Clairville (1),"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,NORCO,KNOWN,MT,21,BLU,600.0,0,3
266,THEFT,July,Monday,19,July,Monday,23,1,West Humber-Clairville (1),Commericial / Corporate Areas,Commercial,UNKNOWN,UNKNOWN,MT,21,Other,120.0,0,7
267,THEFT,August,Wednesday,8,August,Wednesday,23,1,West Humber-Clairville (1),"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,SU,UNKNOWN,RG,1,SIL,250.0,0,0
268,THEFT,October,Tuesday,11,October,Friday,23,1,West Humber-Clairville (1),Non-Commerical/Public Areas,Educational,UK,UNKNOWN,MT,3,BLK,178.0,0,3
269,THEFT,May,Friday,21,May,Friday,23,1,West Humber-Clairville (1),"Single Home, House (Attach Garage, Cottage, Mobile)",House,SU,UNKNOWN,MT,21,Other,199.0,0,0
270,THEFT,July,Wednesday,8,August,Friday,23,1,West Humber-Clairville (1),Commericial / Corporate Areas,Commercial,Other,KNOWN,OT,21,BLU,1000.0,0,2
271,THEFT,July,Monday,12,August,Friday,23,1,West Humber-Clairville (1),"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Other,UNKNOWN,MT,21,BLU,150.0,0,4
272,THEFT,October,Thursday,14,October,Friday,23,1,West Humber-Clairville (1),Commericial / Corporate Areas,Commercial,Other,UNKNOWN,RG,1,BLK,950.0,0,1
273,B&E,July,Sunday,1,August,Thursday,23,1,Willowridge-Martingrove-Richview (7),"Single Home, House (Attach Garage, Cottage, Mobile)",House,UNKNOWN,UNKNOWN,MT,10,BLU,100.0,0,4
274,THEFT,July,Wednesday,18,July,Thursday,23,1,West Humber-Clairville (1),Universities / Colleges,Educational,GT,KNOWN,MT,9,BLK,760.0,0,1
275,THEFT,July,Wednesday,18,July,Thursday,23,1,West Humber-Clairville (1),Universities / Colleges,Educational,GT,UNKNOWN,MT,9,BLK,760.0,0,1
276,THEFT,October,Saturday,11,October,Saturday,23,1,West Humber-Clairville (1),Non-Commerical/Public Areas,Educational,UK,UNKNOWN,OT,1,GRY,0.0,0,7
277,THEFT,June,Tuesday,13,June,Tuesday,23,1,West Humber-Clairville (1),Non-Commerical/Public Areas,Educational,CCM,KNOWN,MT,21,BLK,950.0,0,0
